Time,LMP,Energy,Congestion,Loss,hour,day_of_week,month,quarter,is_weekend,is_monday,is_summer,is_winter,is_peak_hour,is_offpeak_hour,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,lmp_lag_24h,lmp_lag_48h,lmp_lag_72h,lmp_lag_168h,congestion_lag_24h,congestion_lag_168h,spike_lag_24h,lmp_roll_24h_mean,lmp_roll_48h_mean,lmp_roll_7d_mean,lmp_roll_24h_std,lmp_roll_7d_std,lmp_roll_24h_max,lmp_roll_24h_min,lmp_vs_7d_avg,is_holiday,is_day_before_holiday
2021-08-26 16:00:00-05:00,110.08,95.32,13.12,1.64,16,3,8,3,0,0,1,0,1,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,117.67,104.15,88.67,66.96,4.35,0.0,1,60.844166666666666,58.54125,46.770714285714284,28.0795563752695,19.840883321660677,121.56,30.84,2.5158905908764644,0,0
2021-08-26 17:00:00-05:00,91.04,82.77000000000001,6.8,1.47,17,3,8,3,0,0,1,0,1,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,98.24,85.82,82.37,62.78,2.84,0.0,1,61.36166666666667,58.871874999999996,47.03714285714286,28.66814846187207,20.228259746865554,121.56,30.84,2.088562230456174,0,0
2021-08-26 18:00:00-05:00,77.35,71.02,4.75,1.58,18,3,8,3,0,0,1,0,1,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,82.14,74.62,71.3,55.69,1.67,0.0,0,61.675000000000004,59.09770833333334,47.24333333333333,28.85981288920727,20.408746823511574,121.56,30.84,1.738658011712411,0,0
2021-08-26 19:00:00-05:00,66.07,63.96,3.23,-1.12,19,3,8,3,0,0,1,0,1,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,69.74,64.22,60.26,49.1,1.14,0.0,0,61.905,59.295208333333335,47.402499999999996,28.902941026823793,20.479604013235416,121.56,30.84,1.47123042033648,0,0
2021-08-26 20:00:00-05:00,57.39,52.39,5.61,-0.61,20,3,8,3,0,0,1,0,1,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,60.61,57.76,52.95,43.16,2.28,0.0,0,62.02375000000001,59.45479166666667,47.51702380952381,28.89102279895295,20.49945401812819,121.56,30.84,1.275542850557319,0,0
2021-08-26 21:00:00-05:00,48.51,42.92,5.73,-0.14,21,3,8,3,0,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,49.25,49.71,45.13,39.14,2.19,0.0,0,62.004583333333336,59.540625000000006,47.60285714285715,28.89969835545496,20.4761898572292,121.56,30.84,1.034601764599964,0,0
2021-08-26 22:00:00-05:00,41.36,38.64,2.92,-0.2,22,3,8,3,0,0,1,0,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,46.8,44.01,39.87,35.36,4.16,0.01,0,62.12083333333334,59.685,47.68869047619048,28.829694069569687,20.442190742352963,121.56,30.84,0.9813647540472058,0,0
2021-08-26 23:00:00-05:00,37.04,34.57,2.42,0.05,23,3,8,3,0,0,1,0,0,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,43.83,37.68,35.81,31.96,3.37,0.01,0,62.37708333333333,59.852083333333326,47.770357142857144,28.629646610398215,20.39890316098129,121.56,30.84,0.9175145973668667,0,0
2021-08-27 00:00:00-05:00,31.53,29.74,1.93,-0.14,0,4,8,3,0,0,1,0,0,1,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,37.92,34.9,36.45,29.28,2.81,0.07,0,62.50291666666667,59.88270833333333,47.81732142857143,28.51001509449723,20.366872464369767,121.56,30.84,0.7930180710068452,0,0
2021-08-27 01:00:00-05:00,28.72,26.62,1.97,0.13,1,4,8,3,0,0,1,0,0,1,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,33.54,32.54,32.69,26.61,1.57,0.11,0,62.54458333333333,59.900416666666665,47.84869047619048,28.465016359395158,20.340626924067667,121.56,30.84,0.7009596222218352,0,0
2021-08-27 02:00:00-05:00,27.93,25.71,2.13,0.09,2,4,8,3,0,0,1,0,0,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,31.22,31.26,31.07,25.46,1.49,0.18,0,62.54291666666666,59.903541666666676,47.87642857142857,28.466928864022716,20.31458283576802,121.56,30.84,0.6520954242320259,0,0
